ticker,zacks_x_ind_desc,comp_name,comp_name_2,country_code,market_val,pe_ratio_12m,price_per_sales,price_book,div_yield,cons_recom_curr,held_by_insiders_pct,held_by_institutions_pct,link,sector
STLA,Auto Manufacturers - Foreign,stellantis,Stellantis,Netherlands,48402.18,0,0,0.69,0,2.06,0,32.95,<a href='https://www.macrotrends.net/stocks/charts/STLA/stellantis/stock-price-history'>Stellantis (STLA)</a>,Auto
HMC,Auto Manufacturers - Foreign,honda,Honda,Japan,40985.98,7.75,0.32,0.48,5.55,1.67,0.01,5.48,<a href='https://www.macrotrends.net/stocks/charts/HMC/honda/stock-price-history'>Honda (HMC)</a>,Auto
CNHI,Auto Manufacturers - Foreign,cnh-industrial,CNH Industrial,United Kingdom,22479.7,12.2,0.88,3.57,0,1.55,0,38.37,<a href='https://www.macrotrends.net/stocks/charts/CNHI/cnh-industrial/stock-price-history'>CNH Industrial (CNHI)</a>,Auto
LI,Auto Manufacturers - Foreign,li-auto,Li Auto,China,21815.11,0,3.77,3.52,0,1.08,48.5,20.97,<a href='https://www.macrotrends.net/stocks/charts/LI/li-auto/stock-price-history'>Li Auto (LI)</a>,Auto
TTM,Auto Manufacturers - Foreign,tata-motors,Tata Motors,India,17866.88,0,0.45,4.63,0,2.5,0,3.93,<a href='https://www.macrotrends.net/stocks/charts/TTM/tata-motors/stock-price-history'>Tata Motors (TTM)</a>,Auto
NIO,Auto Manufacturers - Foreign,nio,NIO,China,17307.59,0,2.67,4.19,0,1.45,1,30.06,<a href='https://www.macrotrends.net/stocks/charts/NIO/nio/stock-price-history'>NIO (NIO)</a>,Auto
PSNY,Auto Manufacturers - Foreign,polestar-automotive-holding-uk,Polestar Automotive Holding UK,United States,11966.9,0,0,0,0,0,0.02,1.31,<a href='https://www.macrotrends.net/stocks/charts/PSNY/polestar-automotive-holding-uk/stock-price-history'>Polestar Automotive Holding UK (PSNY)</a>,Auto
XPEV,Auto Manufacturers - Foreign,xpeng,XPeng,China,8649.94,0,1.89,1.56,0,2.72,27.6,24.87,<a href='https://www.macrotrends.net/stocks/charts/XPEV/xpeng/stock-price-history'>XPeng (XPEV)</a>,Auto
CZOO,Auto Manufacturers - Foreign,cazoo-group,Cazoo Group,United Kingdom,146.77,0,0,0.22,0,2.6,0,70.83,<a href='https://www.macrotrends.net/stocks/charts/CZOO/cazoo-group/stock-price-history'>Cazoo Group (CZOO)</a>,Auto
CENN,Auto Manufacturers - Foreign,cenntro-electric-group,Cenntro Electric Group,United States,106.56,0,0,0.44,0,0,30.9,8.17,<a href='https://www.macrotrends.net/stocks/charts/CENN/cenntro-electric-group/stock-price-history'>Cenntro Electric Group (CENN)</a>,Auto
SOLO,Auto Manufacturers - Foreign,electrameccanica-vehicles,ElectraMeccanica Vehicles,Canada,81.84,0,14.79,0.44,0,1,0,8.93,<a href='https://www.macrotrends.net/stocks/charts/SOLO/electrameccanica-vehicles/stock-price-history'>ElectraMeccanica Vehicles (SOLO)</a>,Auto
SEV,Auto Manufacturers - Foreign,sono-group,Sono Group,Germany,78.95,0,0,2.45,0,1.5,0,6.88,<a href='https://www.macrotrends.net/stocks/charts/SEV/sono-group/stock-price-history'>Sono Group (SEV)</a>,Auto
VEV,Auto Manufacturers - Foreign,vicinity-motor,Vicinity Motor,Canada,44.71,0,2.38,1.2,0,0,0,1.1,<a href='https://www.macrotrends.net/stocks/charts/VEV/vicinity-motor/stock-price-history'>Vicinity Motor (VEV)</a>,Auto
GP,Auto Manufacturers - Foreign,greenpower-motor,GreenPower Motor,Canada,42.73,0,2.02,1.44,0,1,28.1,4.59,<a href='https://www.macrotrends.net/stocks/charts/GP/greenpower-motor/stock-price-history'>GreenPower Motor (GP)</a>,Auto
JZXN,Auto Manufacturers - Foreign,jiuzi-holdings,Jiuzi Holdings,China,3.31,0,0,0.16,0,0,0,1.46,<a href='https://www.macrotrends.net/stocks/charts/JZXN/jiuzi-holdings/stock-price-history'>Jiuzi Holdings (JZXN)</a>,Auto
TM,Auto Manufacturers - Foreign,toyota,Toyota,Japan,0,9.38,0,0.93,2.25,2.33,0,0,<a href='https://www.macrotrends.net/stocks/charts/TM/toyota/stock-price-history'>Toyota (TM)</a>,Auto
TSLA,Auto Manufacturers - Domestic,tesla,Tesla,United States,357015.5,34.93,4.77,8.77,0,2.13,25.1,43,<a href='https://www.macrotrends.net/stocks/charts/TSLA/tesla/stock-price-history'>Tesla (TSLA)</a>,Auto
GM,Auto Manufacturers - Domestic,general-motors,General Motors,United States,51017.22,5.26,0.35,0.73,1,2.06,0.1,78.92,<a href='https://www.macrotrends.net/stocks/charts/GM/general-motors/stock-price-history'>General Motors (GM)</a>,Auto
F,Auto Manufacturers - Domestic,ford-motor,Ford Motor,United States,50577.82,7.77,0.33,1.2,4.77,2.66,0.71,49.68,<a href='https://www.macrotrends.net/stocks/charts/F/ford-motor/stock-price-history'>Ford Motor (F)</a>,Auto
PCAR,Auto Manufacturers - Domestic,paccar,PACCAR,United States,34888.04,13.43,1.27,2.71,1.48,2.62,2.05,63.92,<a href='https://www.macrotrends.net/stocks/charts/PCAR/paccar/stock-price-history'>PACCAR (PCAR)</a>,Auto
RIVN,Auto Manufacturers - Domestic,rivian-automotive,Rivian Automotive,United States,15103.67,0,14.4,0.98,0,1.91,2.34,67.97,<a href='https://www.macrotrends.net/stocks/charts/RIVN/rivian-automotive/stock-price-history'>Rivian Automotive (RIVN)</a>,Auto
LCID,Auto Manufacturers - Domestic,lucid,Lucid,United States,10687.54,0,28.36,3.31,0,2.16,62.5,0,<a href='https://www.macrotrends.net/stocks/charts/LCID/lucid/stock-price-history'>Lucid (LCID)</a>,Auto
HOG,Auto Manufacturers - Domestic,harley-davidson,Harley-Davidson,United States,6407.25,9.06,1.18,2.26,1.44,2.67,0.62,83.96,<a href='https://www.macrotrends.net/stocks/charts/HOG/harley-davidson/stock-price-history'>Harley-Davidson (HOG)</a>,Auto
PII,Auto Manufacturers - Domestic,polaris,Polaris,United States,5993.49,11.34,0.7,5.88,2.48,2.33,2.2,86.57,<a href='https://www.macrotrends.net/stocks/charts/PII/polaris/stock-price-history'>Polaris (PII)</a>,Auto
IAA,Auto Manufacturers - Domestic,iaa,IAA,United States,5268.99,16.83,2.48,11.36,0,2.71,0.5,99.77,<a href='https://www.macrotrends.net/stocks/charts/IAA/iaa/stock-price-history'>IAA (IAA)</a>,Auto
FOXF,Auto Manufacturers - Domestic,fox-factory-holding,Fox Factory Holding,United States,4140.94,19.17,2.7,3.92,0,1.4,0.17,98.71,<a href='https://www.macrotrends.net/stocks/charts/FOXF/fox-factory-holding/stock-price-history'>Fox Factory Holding (FOXF)</a>,Auto
FSR,Auto Manufacturers - Domestic,fisker,Fisker,United States,2208.33,0,28679.52,3.74,0,2.38,45.75,28.95,<a href='https://www.macrotrends.net/stocks/charts/FSR/fisker/stock-price-history'>Fisker (FSR)</a>,Auto
LVWR,Auto Manufacturers - Domestic,livewire,LiveWire,United States,1054.52,0,0,131.44,0,0,0,0.31,<a href='https://www.macrotrends.net/stocks/charts/LVWR/livewire/stock-price-history'>LiveWire (LVWR)</a>,Auto
NKLA,Auto Manufacturers - Domestic,nikola,Nikola,United States,1019.95,0,0,1.64,0,2.33,18.3,20.86,<a href='https://www.macrotrends.net/stocks/charts/NKLA/nikola/stock-price-history'>Nikola (NKLA)</a>,Auto
PTRA,Auto Manufacturers - Domestic,proterra,Proterra,United States,825.33,0,2.77,1.4,0,2,3.8,60.04,<a href='https://www.macrotrends.net/stocks/charts/PTRA/proterra/stock-price-history'>Proterra (PTRA)</a>,Auto
BLBD,Auto Manufacturers - Domestic,blue-bird,Blue Bird,United States,419.53,0,0.52,303.57,0,1,17.2,91.43,<a href='https://www.macrotrends.net/stocks/charts/BLBD/blue-bird/stock-price-history'>Blue Bird (BLBD)</a>,Auto
LEV,Auto Manufacturers - Domestic,lion-electric,Lion Electric,Canada,401.11,0,3.46,0.98,0,1.69,16.6,43.71,<a href='https://www.macrotrends.net/stocks/charts/LEV/lion-electric/stock-price-history'>Lion Electric (LEV)</a>,Auto
GOEV,Auto Manufacturers - Domestic,canoo,Canoo,United States,353.71,0,0,1.43,0,1.5,21.9,52.5,<a href='https://www.macrotrends.net/stocks/charts/GOEV/canoo/stock-price-history'>Canoo (GOEV)</a>,Auto
MULN,Auto Manufacturers - Domestic,mullen-automotive,Mullen Automotive,United States,192.46,0,0,9.84,0,0,33.4,6.64,<a href='https://www.macrotrends.net/stocks/charts/MULN/mullen-automotive/stock-price-history'>Mullen Automotive (MULN)</a>,Auto
VRM,Auto Manufacturers - Domestic,vroom,Vroom,United States,143.7,0,0.05,0.32,0,2.75,9.4,32.06,<a href='https://www.macrotrends.net/stocks/charts/VRM/vroom/stock-price-history'>Vroom (VRM)</a>,Auto
XOS,Auto Manufacturers - Domestic,xos,Xos,United States,136.33,0,4.38,1.06,0,1.83,54.6,12.07,<a href='https://www.macrotrends.net/stocks/charts/XOS/xos/stock-price-history'>Xos (XOS)</a>,Auto
VLTA,Auto Manufacturers - Domestic,volta,Volta,United States,76.47,0,1.52,0.46,0,2.88,26.1,20.37,<a href='https://www.macrotrends.net/stocks/charts/VLTA/volta/stock-price-history'>Volta (VLTA)</a>,Auto
BRDS,Auto Manufacturers - Domestic,bird-global,Bird Global,United States,64.93,0,0.27,1.49,0,3,36.4,53.45,<a href='https://www.macrotrends.net/stocks/charts/BRDS/bird-global/stock-price-history'>Bird Global (BRDS)</a>,Auto
ZEV,Auto Manufacturers - Domestic,lightning-emotors,Lightning EMotors,United States,46.37,0,1.91,0.73,0,1.5,3.5,29.48,<a href='https://www.macrotrends.net/stocks/charts/ZEV/lightning-emotors/stock-price-history'>Lightning EMotors (ZEV)</a>,Auto
EVTV,Auto Manufacturers - Domestic,envirotech-vehicles,Envirotech Vehicles,United States,41.7,0,5.38,0.58,0,0,5.8,5.17,<a href='https://www.macrotrends.net/stocks/charts/EVTV/envirotech-vehicles/stock-price-history'>Envirotech Vehicles (EVTV)</a>,Auto
VLCN,Auto Manufacturers - Domestic,volcon,Volcon,United States,29.5,0,7.07,3.77,0,0,41.1,4.23,<a href='https://www.macrotrends.net/stocks/charts/VLCN/volcon/stock-price-history'>Volcon (VLCN)</a>,Auto
PEV,Auto Manufacturers - Domestic,phoenix-motor,Phoenix Motor,United States,22.73,0,0,1.32,0,0,7.9,11.45,<a href='https://www.macrotrends.net/stocks/charts/PEV/phoenix-motor/stock-price-history'>Phoenix Motor (PEV)</a>,Auto
AYRO,Auto Manufacturers - Domestic,ayro,AYRO,United States,19.62,0,6.14,0.34,0,0,2.4,9.45,<a href='https://www.macrotrends.net/stocks/charts/AYRO/ayro/stock-price-history'>AYRO (AYRO)</a>,Auto
RACE,Auto & Truck Original Equipment Manufacturers,ferrari,Ferrari,Italy,41398.31,40.97,0,17.05,0,1.93,0,32.21,<a href='https://www.macrotrends.net/stocks/charts/RACE/ferrari/stock-price-history'>Ferrari (RACE)</a>,Auto
MGA,Auto & Truck Original Equipment Manufacturers,magna,Magna,Canada,17613.41,13.75,0.47,1.62,2.92,2.03,0.5,59.63,<a href='https://www.macrotrends.net/stocks/charts/MGA/magna/stock-price-history'>Magna (MGA)</a>,Auto
BWA,Auto & Truck Original Equipment Manufacturers,borgwarner,BorgWarner,United States,10103.74,9.81,0.66,1.44,1.58,1.67,0.54,91.44,<a href='https://www.macrotrends.net/stocks/charts/BWA/borgwarner/stock-price-history'>BorgWarner (BWA)</a>,Auto
LEA,Auto & Truck Original Equipment Manufacturers,lear,Lear,United States,7742.84,18.35,0.38,1.75,2.35,2.17,0.67,99.56,<a href='https://www.macrotrends.net/stocks/charts/LEA/lear/stock-price-history'>Lear (LEA)</a>,Auto
ALV,Auto & Truck Original Equipment Manufacturers,autoliv,Autoliv,Sweden,6815.8,20.23,0.79,2.74,3.36,2.36,0.21,46.63,<a href='https://www.macrotrends.net/stocks/charts/ALV/autoliv/stock-price-history'>Autoliv (ALV)</a>,Auto
GNTX,Auto & Truck Original Equipment Manufacturers,gentex,Gentex,United States,6746.58,21.46,3.66,3.32,1.67,2,0.16,83.8,<a href='https://www.macrotrends.net/stocks/charts/GNTX/gentex/stock-price-history'>Gentex (GNTX)</a>,Auto
DOOO,Auto & Truck Original Equipment Manufacturers,brp,BRP,Canada,6154.75,8.99,0.85,48.24,0.61,1.29,0,27.61,<a href='https://www.macrotrends.net/stocks/charts/DOOO/brp/stock-price-history'>BRP (DOOO)</a>,Auto
OSK,Auto & Truck Original Equipment Manufacturers,oshkosh,Oshkosh,United States,6056.12,53.22,0.77,2.09,1.6,2.25,0.64,90.43,<a href='https://www.macrotrends.net/stocks/charts/OSK/oshkosh/stock-price-history'>Oshkosh (OSK)</a>,Auto
DRVN,Auto & Truck Original Equipment Manufacturers,driven-brands-holdings,Driven Brands Holdings,United States,4484.75,25.04,2.38,2.87,0,1.44,2.6,38.19,<a href='https://www.macrotrends.net/stocks/charts/DRVN/driven-brands-holdings/stock-price-history'>Driven Brands Holdings (DRVN)</a>,Auto
VC,Auto & Truck Original Equipment Manufacturers,visteon,Visteon,United States,3941.68,24.57,1.13,6.07,0,2.08,1.8,0,<a href='https://www.macrotrends.net/stocks/charts/VC/visteon/stock-price-history'>Visteon (VC)</a>,Auto
ALSN,Auto & Truck Original Equipment Manufacturers,allison-transmission-holdings,Allison Transmission Holdings,United States,3907.72,8.19,1.45,5.13,1.99,3.24,1.1,99.89,<a href='https://www.macrotrends.net/stocks/charts/ALSN/allison-transmission-holdings/stock-price-history'>Allison Transmission Holdings (ALSN)</a>,Auto
ADNT,Auto & Truck Original Equipment Manufacturers,adient,Adient,Ireland,3636.86,383.4,0.26,1.53,0,2.66,0.68,93.2,<a href='https://www.macrotrends.net/stocks/charts/ADNT/adient/stock-price-history'>Adient (ADNT)</a>,Auto
CHPT,Auto & Truck Original Equipment Manufacturers,chargepoint-holdings,ChargePoint Holdings,United States,3078.57,0,7.78,9.09,0,1.64,23.64,44.87,<a href='https://www.macrotrends.net/stocks/charts/CHPT/chargepoint-holdings/stock-price-history'>ChargePoint Holdings (CHPT)</a>,Auto
LCII,Auto & Truck Original Equipment Manufacturers,lci-industries,LCI Industries,United States,2581.43,5.24,0.47,1.81,4.14,1.5,3,99.19,<a href='https://www.macrotrends.net/stocks/charts/LCII/lci-industries/stock-price-history'>LCI Industries (LCII)</a>,Auto
QS,Auto & Truck Original Equipment Manufacturers,quantumscape,QuantumScape,United States,2458.8,0,0,1.77,0,3.19,13.73,26.09,<a href='https://www.macrotrends.net/stocks/charts/QS/quantumscape/stock-price-history'>QuantumScape (QS)</a>,Auto
DAN,Auto & Truck Original Equipment Manufacturers,dana,Dana,United States,2447.04,35.56,0.25,1.46,2.34,2.43,0.8,94.13,<a href='https://www.macrotrends.net/stocks/charts/DAN/dana/stock-price-history'>Dana (DAN)</a>,Auto
THRM,Auto & Truck Original Equipment Manufacturers,gentherm-inc,Gentherm Inc,United States,2317.89,35.44,2.09,3.71,0,2.33,1.32,98.75,<a href='https://www.macrotrends.net/stocks/charts/THRM/gentherm-inc/stock-price-history'>Gentherm Inc (THRM)</a>,Auto
XPEL,Auto & Truck Original Equipment Manufacturers,xpel,XPEL,United States,1766.6,44.42,5.6,15.37,0,1,22.6,59.47,<a href='https://www.macrotrends.net/stocks/charts/XPEL/xpel/stock-price-history'>XPEL (XPEL)</a>,Auto
CTOS,Auto & Truck Original Equipment Manufacturers,custom-truck-one-source,Custom Truck One Source,United States,1652.16,134,1.15,1.93,0,1.4,5.6,92.79,<a href='https://www.macrotrends.net/stocks/charts/CTOS/custom-truck-one-source/stock-price-history'>Custom Truck One Source (CTOS)</a>,Auto
MBLY,Auto & Truck Original Equipment Manufacturers,mobileye-global,Mobileye Global,Israel,1641.45,0,0,2.25,0,1.5,0,1.38,<a href='https://www.macrotrends.net/stocks/charts/MBLY/mobileye-global/stock-price-history'>Mobileye Global (MBLY)</a>,Auto
LAZR,Auto & Truck Original Equipment Manufacturers,luminar-technologies,Luminar Technologies,United States,1432.89,0,34.18,33.35,0,1.8,43.25,35.26,<a href='https://www.macrotrends.net/stocks/charts/LAZR/luminar-technologies/stock-price-history'>Luminar Technologies (LAZR)</a>,Auto
WNC,Auto & Truck Original Equipment Manufacturers,wabash-national,Wabash National,United States,1139.15,15.84,0.49,3.16,1.35,2,1.64,98.24,<a href='https://www.macrotrends.net/stocks/charts/WNC/wabash-national/stock-price-history'>Wabash National (WNC)</a>,Auto
MOD,Auto & Truck Original Equipment Manufacturers,modine-manufacturing,Modine Manufacturing,United States,1112.32,12.71,0.51,2.47,0,1,3.06,89.09,<a href='https://www.macrotrends.net/stocks/charts/MOD/modine-manufacturing/stock-price-history'>Modine Manufacturing (MOD)</a>,Auto
EVGO,Auto & Truck Original Equipment Manufacturers,evgo,EVgo,United States,1031.47,0,29.98,0,0,1.88,74.52,12.95,<a href='https://www.macrotrends.net/stocks/charts/EVGO/evgo/stock-price-history'>EVgo (EVGO)</a>,Auto
AXL,Auto & Truck Original Equipment Manufacturers,american-axle-manufacturing-holdings,American Axle & Manufacturing Holdings,United States,989.75,14.64,0.18,2.03,0,2.5,2.1,95.74,<a href='https://www.macrotrends.net/stocks/charts/AXL/american-axle-manufacturing-holdings/stock-price-history'>American Axle & Manufacturing Holdings (AXL)</a>,Auto
SHYF,Auto & Truck Original Equipment Manufacturers,shyft,Shyft,United States,984.09,26.47,0.98,3.94,0.71,1,2.26,80.17,<a href='https://www.macrotrends.net/stocks/charts/SHYF/shyft/stock-price-history'>Shyft (SHYF)</a>,Auto
INVZ,Auto & Truck Original Equipment Manufacturers,innoviz-technologies,Innoviz Technologies,Israel,559.53,0,91.67,2.53,0,1.33,11.2,51.74,<a href='https://www.macrotrends.net/stocks/charts/INVZ/innoviz-technologies/stock-price-history'>Innoviz Technologies (INVZ)</a>,Auto
GTX,Auto & Truck Original Equipment Manufacturers,garrett-motion,Garrett Motion,Switzerland,492.62,10,0.14,0,0,2,29.43,72.67,<a href='https://www.macrotrends.net/stocks/charts/GTX/garrett-motion/stock-price-history'>Garrett Motion (GTX)</a>,Auto
NIU,Auto & Truck Original Equipment Manufacturers,niu-technologies,Niu Technologies,China,403.41,75,0.76,2.13,0,3,10.2,33.53,<a href='https://www.macrotrends.net/stocks/charts/NIU/niu-technologies/stock-price-history'>Niu Technologies (NIU)</a>,Auto
HYLN,Auto & Truck Original Equipment Manufacturers,hyliion-holdings,Hyliion Holdings,United States,389.98,0,322.03,0.86,0,3.4,24.2,29.03,<a href='https://www.macrotrends.net/stocks/charts/HYLN/hyliion-holdings/stock-price-history'>Hyliion Holdings (HYLN)</a>,Auto
HYZN,Auto & Truck Original Equipment Manufacturers,hyzon-motors,Hyzon Motors,United States,389.2,0,0,1.08,0,3.33,6.6,18.97,<a href='https://www.macrotrends.net/stocks/charts/HYZN/hyzon-motors/stock-price-history'>Hyzon Motors (HYZN)</a>,Auto
PRTS,Auto & Truck Original Equipment Manufacturers,carparts,CarParts,United States,355.18,0,0.55,3.18,0,1.33,10,85.08,<a href='https://www.macrotrends.net/stocks/charts/PRTS/carparts/stock-price-history'>CarParts (PRTS)</a>,Auto
SLDP,Auto & Truck Original Equipment Manufacturers,solid-power,Solid Power,United States,353.39,0,40.93,0.64,0,2.5,11.3,33.97,<a href='https://www.macrotrends.net/stocks/charts/SLDP/solid-power/stock-price-history'>Solid Power (SLDP)</a>,Auto
CYD,Auto & Truck Original Equipment Manufacturers,china-yuchai,China Yuchai,Singapore,332.19,0,0,0.18,4.92,1,0,19.69,<a href='https://www.macrotrends.net/stocks/charts/CYD/china-yuchai/stock-price-history'>China Yuchai (CYD)</a>,Auto
MLR,Auto & Truck Original Equipment Manufacturers,miller-industries,Miller Industries,United States,313.27,22.68,0.38,1.09,2.62,0,3.7,77.38,<a href='https://www.macrotrends.net/stocks/charts/MLR/miller-industries/stock-price-history'>Miller Industries (MLR)</a>,Auto
AEVA,Auto & Truck Original Equipment Manufacturers,aeva-technologies,Aeva Technologies,United States,277.15,0,40.3,0.76,0,2.2,34.7,48.8,<a href='https://www.macrotrends.net/stocks/charts/AEVA/aeva-technologies/stock-price-history'>Aeva Technologies (AEVA)</a>,Auto
HLLY,Auto & Truck Original Equipment Manufacturers,holley,Holley,United States,263.26,6.14,0.37,0.63,0,1.7,0,48.43,<a href='https://www.macrotrends.net/stocks/charts/HLLY/holley/stock-price-history'>Holley (HLLY)</a>,Auto
WKHS,Auto & Truck Original Equipment Manufacturers,workhorse,Workhorse,United States,262.56,0,0,2,0,2.6,4.06,32.09,<a href='https://www.macrotrends.net/stocks/charts/WKHS/workhorse/stock-price-history'>Workhorse (WKHS)</a>,Auto
DCFC,Auto & Truck Original Equipment Manufacturers,tritium-dcfc,Tritium DCFC,Australia,238.83,0,0,0,0,1.6,27.2,21.56,<a href='https://www.macrotrends.net/stocks/charts/DCFC/tritium-dcfc/stock-price-history'>Tritium DCFC (DCFC)</a>,Auto
CVGI,Auto & Truck Original Equipment Manufacturers,commercial-vehicle,Commercial Vehicle,United States,235.62,12.39,0.24,1.74,0,1,4.7,53.06,<a href='https://www.macrotrends.net/stocks/charts/CVGI/commercial-vehicle/stock-price-history'>Commercial Vehicle (CVGI)</a>,Auto
CPS,Auto & Truck Original Equipment Manufacturers,cooper-standard-holdings,Cooper-Standard Holdings,United States,194.01,0,0.08,1.11,0,0,5.2,69.53,<a href='https://www.macrotrends.net/stocks/charts/CPS/cooper-standard-holdings/stock-price-history'>Cooper-Standard Holdings (CPS)</a>,Auto
CPTN,Auto & Truck Original Equipment Manufacturers,cepton,Cepton,United States,193.95,0,0,15.58,0,1.8,0,3.78,<a href='https://www.macrotrends.net/stocks/charts/CPTN/cepton/stock-price-history'>Cepton (CPTN)</a>,Auto
RIDE,Auto & Truck Original Equipment Manufacturers,lordstown-motors,Lordstown Motors,United States,193.13,0,0,0.47,0,3,2.67,30.42,<a href='https://www.macrotrends.net/stocks/charts/RIDE/lordstown-motors/stock-price-history'>Lordstown Motors (RIDE)</a>,Auto
VLDR,Auto & Truck Original Equipment Manufacturers,velodyne-lidar,Velodyne Lidar,United States,188.24,0,4.2,0.81,0,3.4,5.4,26.28,<a href='https://www.macrotrends.net/stocks/charts/VLDR/velodyne-lidar/stock-price-history'>Velodyne Lidar (VLDR)</a>,Auto
CAAS,Auto & Truck Original Equipment Manufacturers,china-automotive-systems,China Automotive Systems,China,175.69,8.07,0.33,0.55,0,3,63.8,3,<a href='https://www.macrotrends.net/stocks/charts/CAAS/china-automotive-systems/stock-price-history'>China Automotive Systems (CAAS)</a>,Auto
BEEM,Auto & Truck Original Equipment Manufacturers,beam-global,Beam Global,United States,166.88,0,9.49,5.65,0,1.4,2.64,20.79,<a href='https://www.macrotrends.net/stocks/charts/BEEM/beam-global/stock-price-history'>Beam Global (BEEM)</a>,Auto
WPRT,Auto & Truck Original Equipment Manufacturers,westport-fuel-systems,Westport Fuel Systems,Canada,150.43,0,0.48,0.71,0,2.17,0,13.7,<a href='https://www.macrotrends.net/stocks/charts/WPRT/westport-fuel-systems/stock-price-history'>Westport Fuel Systems (WPRT)</a>,Auto
FFIE,Auto & Truck Original Equipment Manufacturers,faraday-future-intelligent-electric,Faraday Future Intelligent Electric,United States,146.06,0,0,0.46,0,3,0.75,0,<a href='https://www.macrotrends.net/stocks/charts/FFIE/faraday-future-intelligent-electric/stock-price-history'>Faraday Future Intelligent Electric (FFIE)</a>,Auto
REE,Auto & Truck Original Equipment Manufacturers,ree-automotive,REE Automotive,Israel,128.62,0,0,0.65,0,2.2,0,23.53,<a href='https://www.macrotrends.net/stocks/charts/REE/ree-automotive/stock-price-history'>REE Automotive (REE)</a>,Auto
SUP,Auto & Truck Original Equipment Manufacturers,superior-industries,Superior Industries,United States,128.33,0,0.08,0,0,0,6.5,61.22,<a href='https://www.macrotrends.net/stocks/charts/SUP/superior-industries/stock-price-history'>Superior Industries (SUP)</a>,Auto
ARVL,Auto & Truck Original Equipment Manufacturers,arrival,Arrival,United States,127.66,0,0,0,0,0,0,73.85,<a href='https://www.macrotrends.net/stocks/charts/ARVL/arrival/stock-price-history'>Arrival (ARVL)</a>,Auto
LTCH,Auto & Truck Original Equipment Manufacturers,latch,Latch,United States,125.2,0,2.59,0.36,0,2.2,27.5,40.35,<a href='https://www.macrotrends.net/stocks/charts/LTCH/latch/stock-price-history'>Latch (LTCH)</a>,Auto
LIDR,Auto & Truck Original Equipment Manufacturers,aeye,AEye,United States,88.66,0,20.34,0.8,0,1.67,16.08,30.9,<a href='https://www.macrotrends.net/stocks/charts/LIDR/aeye/stock-price-history'>AEye (LIDR)</a>,Auto
STRT,Auto & Truck Original Equipment Manufacturers,strattec-security,Strattec Security,United States,83.43,11.54,0.18,0.38,0,0,6.9,65.07,<a href='https://www.macrotrends.net/stocks/charts/STRT/strattec-security/stock-price-history'>Strattec Security (STRT)</a>,Auto
GBRG,Auto & Truck Original Equipment Manufacturers,goldenbridge-acquisition,Goldenbridge Acquisition,"Hong Kong, SAR China",78.25,0,0,0,0,0,10.25,69.11,<a href='https://www.macrotrends.net/stocks/charts/GBRG/goldenbridge-acquisition/stock-price-history'>Goldenbridge Acquisition (GBRG)</a>,Auto
EMBK,Auto & Truck Original Equipment Manufacturers,embark-technology,Embark Technology,United States,72.14,0,0,0.34,0,2,31.57,51.56,<a href='https://www.macrotrends.net/stocks/charts/EMBK/embark-technology/stock-price-history'>Embark Technology (EMBK)</a>,Auto
HZN,Auto & Truck Original Equipment Manufacturers,horizon-global,Horizon Global,United States,47.98,0,0.07,0,0,0,19.82,60.48,<a href='https://www.macrotrends.net/stocks/charts/HZN/horizon-global/stock-price-history'>Horizon Global (HZN)</a>,Auto
CYN,Auto & Truck Original Equipment Manufacturers,cyngn,Cyngn,United States,22.13,0,0,0.77,0,1,43.23,25.77,<a href='https://www.macrotrends.net/stocks/charts/CYN/cyngn/stock-price-history'>Cyngn (CYN)</a>,Auto
NVVE,Auto & Truck Original Equipment Manufacturers,nuvve-holding,Nuvve Holding,United States,17.9,0,3.27,0.58,0,0,10.5,21.76,<a href='https://www.macrotrends.net/stocks/charts/NVVE/nuvve-holding/stock-price-history'>Nuvve Holding (NVVE)</a>,Auto
GPC,Auto & Truck Replacement Parts,genuine-parts,Genuine Parts,United States,24116,21.14,1.13,6.56,2.1,3,2.2,78.14,<a href='https://www.macrotrends.net/stocks/charts/GPC/genuine-parts/stock-price-history'>Genuine Parts (GPC)</a>,Auto
LKQ,Auto & Truck Replacement Parts,lkq,LKQ,United States,14782.79,14.08,1.14,2.8,1.99,1.38,0.47,93.55,<a href='https://www.macrotrends.net/stocks/charts/LKQ/lkq/stock-price-history'>LKQ (LKQ)</a>,Auto
DORM,Auto & Truck Replacement Parts,dorman-products,Dorman Products,United States,2654.87,16.63,1.63,2.6,0,2,10.3,75.21,<a href='https://www.macrotrends.net/stocks/charts/DORM/dorman-products/stock-price-history'>Dorman Products (DORM)</a>,Auto
CARG,Auto & Truck Replacement Parts,cargurus,CarGurus,United States,1786.41,17.67,1.05,3.09,0,1.79,14.8,89.37,<a href='https://www.macrotrends.net/stocks/charts/CARG/cargurus/stock-price-history'>CarGurus (CARG)</a>,Auto
PLOW,Auto & Truck Replacement Parts,douglas-dynamics,Douglas Dynamics,United States,866.95,21.9,1.42,3.76,3.06,1,2.5,91.78,<a href='https://www.macrotrends.net/stocks/charts/PLOW/douglas-dynamics/stock-price-history'>Douglas Dynamics (PLOW)</a>,Auto
SMP,Auto & Truck Replacement Parts,standard-motor-products,Standard Motor Products,United States,779.54,9.51,0.57,1.28,2.99,1,6.6,75.14,<a href='https://www.macrotrends.net/stocks/charts/SMP/standard-motor-products/stock-price-history'>Standard Motor Products (SMP)</a>,Auto
